"OUTID","Birth","SEXTYPENAME","REGNAME","AREANAME","TERNAME","REGTYPENAME","TerTypeName","ClassProfileNAME","ClassLangName","EONAME","EOTYPENAME","EORegName","EOAreaName","EOTerName","EOParent","UkrTest","UkrTestStatus","UkrBall100","UkrBall12","UkrBall","UkrPTName","UkrPTRegName","UkrPTAreaName","UkrPTTerName","histTest","HistLang","histTestStatus","histBall100","histBall12","histBall","histPTName","histPTRegName","histPTAreaName","histPTTerName","mathTest","mathLang","mathTestStatus","mathBall100","mathBall12","mathBall","mathPTName","mathPTRegName","mathPTAreaName","mathPTTerName","physTest","physLang","physTestStatus","physBall100","physBall12","physBall","physPTName","physPTRegName","physPTAreaName","physPTTerName","chemTest","chemLang","chemTestStatus","chemBall100","chemBall12","chemBall","chemPTName","chemPTRegName","chemPTAreaName","chemPTTerName","bioTest","bioLang","bioTestStatus","bioBall100","bioBall12","bioBall","bioPTName","bioPTRegName","bioPTAreaName","bioPTTerName","geoTest","geoLang","geoTestStatus","geoBall100","geoBall12","geoBall","geoPTName","geoPTRegName","geoPTAreaName","geoPTTerName","engTest","engTestStatus","engBall100","engBall12","engDPALevel","engBall","engPTName","engPTRegName","engPTAreaName","engPTTerName","fraTest","fraTestStatus","fraBall100","fraBall12","fraDPALevel","fraBall","fraPTName","fraPTRegName","fraPTAreaName","fraPTTerName","deuTest","deuTestStatus","deuBall100","deuBall12","deuDPALevel","deuBall","deuPTName","deuPTRegName","deuPTAreaName","deuPTTerName","spaTest","spaTestStatus","spaBall100","spaBall12","spaDPALevel","spaBall","spaPTName","spaPTRegName","spaPTAreaName","spaPTTerName"
"ed0a4368-3bd8-49f3-b459-6dbff6335073",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Вищий комунальний навчальний заклад ""Дубенський медичний коледж"" Рівненської обласної ради","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","123.0",5,36,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"a3bf523c-66bc-44ee-825a-a5b726b9a7d5",2000,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",4,22,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Математика","українська","Не подолав поріг","0.0","null",6,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Не подолав поріг","0.0","null","null",14,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"f0341813-cebf-42fe-9002-6f8ff3bff8fa",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж культури і мистецтв Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",4,17,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"3325fa75-faf5-4332-b39a-951b4b1ab010",2000,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","153.0","null",58,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","105.0","null",28,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Хімія","українська","Зараховано","122.0","null",25,"Рівненський навчально-виховний комплекс №12 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Біологія","українська","Зараховано","146.0","null",40,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"69ffe5e1-4841-479d-a15a-235943fb7cc1",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Міністерство освіти і науки України","Українська мова і література","Зараховано","164.0",9,67,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"d25f0477-6405-45ea-b513-d4284885587e",2000,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",3,21,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"ee812910-c1a3-405e-9113-2bbc8a1ef4ea",1999,"жіноча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","136.0",6,45,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"727fd521-f591-426e-b801-a6f1ace0974d",1999,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",2,15,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"62ec6abd-eda3-4067-b39d-ad5d3b08fe3f",2000,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",3,22,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","122.0","null",34,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Математика","українська","Зараховано","100.0","null",10,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Не з’явився","null","null","null","Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"7de35073-cdaf-426a-ab02-f4e198227958",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Універсальний","українська","Дубенська загальноосвітня школа І-ІІІ ступенів №3 Дубенської міської ради Рівненської області","середня загальноосвітня школа","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","173.0",8,75,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","171.0",10,62,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Біологія","українська","Зараховано","154.0","null",44,"Рівненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" №19 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Німецька мова","Не подолав поріг","0.0",2,"стандарт(академічний)",9,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null"
"0a4a2266-e40e-4ca5-86bf-a021e80c38a6",1999,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","132.0","null",42,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","111.0","null",30,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Не подолав поріг","0.0","null","null",14,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"fe426c8a-e018-420d-91cd-a2d77537f400",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Універсальний","українська","Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","середня загальноосвітня школа","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","191.0",11,93,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Математика","українська","Зараховано","166.0",8,39,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Зараховано","174.0",9,65,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Англійська мова","Зараховано","135.0","null","null",36,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
